City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
101,Talnakh,RU,2021-11-23 21:05:22,69.4865,88.3972,11.16,93,100,11.86
102,Tororo,UG,2021-11-23 21:05:23,0.693,34.1809,64.96,70,4,5.57
103,College,US,2021-11-23 21:05:23,64.8569,-147.8028,-2.25,57,40,5.75
104,San Quintin,MX,2021-11-23 21:05:24,30.4833,-115.95,69.8,56,4,14.58
105,Butaritari,KI,2021-11-23 21:05:24,3.0707,172.7902,82.04,74,99,17.49
106,Tual,ID,2021-11-23 21:05:25,-5.6667,132.75,83.52,73,100,4.63
107,Newark,US,2021-11-23 21:02:29,40.7357,-74.1724,42.21,41,1,1.99
108,Serebryansk,KZ,2021-11-23 21:05:25,49.6925,83.2892,30.88,95,100,5.03
109,Zyryanka,RU,2021-11-23 21:05:26,65.75,150.85,-23.01,96,100,7.4
110,Nikolskoye,RU,2021-11-23 21:05:26,59.7035,30.7861,29.39,83,81,7.0
111,Harrisburg,US,2021-11-23 21:02:30,40.2737,-76.8844,41.77,46,78,10.0
112,Rio Gallegos,AR,2021-11-23 21:05:28,-51.6226,-69.2181,60.85,27,40,39.12
113,Shingu,JP,2021-11-23 21:05:28,33.7333,135.9833,48.25,71,26,13.91
114,Touros,BR,2021-11-23 21:05:28,-5.1989,-35.4608,79.7,78,47,13.98
115,Ivanishchi,RU,2021-11-23 21:05:29,55.7742,40.4273,17.53,96,93,5.26
116,Los Llanos De Aridane,ES,2021-11-23 21:02:47,28.6585,-17.9182,65.95,86,20,5.01
117,Jacareacanga,BR,2021-11-23 21:05:30,-6.2222,-57.7528,82.76,71,100,0.47
118,Albany,US,2021-11-23 21:01:25,42.6001,-73.9662,33.46,52,14,13.0
119,Naliya,IN,2021-11-23 21:05:30,23.2667,68.8333,72.77,60,8,6.6
120,Victoria,HK,2021-11-23 21:01:59,22.2855,114.1577,64.33,66,57,1.01
121,Lima,PE,2021-11-23 21:05:10,-12.0432,-77.0282,71.91,67,0,12.66
122,Cidreira,BR,2021-11-23 21:05:31,-30.1811,-50.2056,68.76,64,2,12.17
123,Marawi,PH,2021-11-23 21:03:11,7.9986,124.2928,66.65,95,88,1.25
124,Olafsvik,IS,2021-11-23 21:05:32,64.8945,-23.7142,33.94,69,82,18.88
125,Sokolo,ML,2021-11-23 21:05:33,14.7328,-6.1219,85.57,21,4,9.31
126,Motygino,RU,2021-11-23 21:05:33,58.1831,94.7592,28.15,96,100,8.63
127,Komsomolskiy,UZ,2021-11-23 21:05:34,40.4272,71.7189,43.88,37,100,1.41
128,Thompson,CA,2021-11-23 21:05:34,55.7435,-97.8558,7.95,89,100,9.01
129,Prince Rupert,CA,2021-11-23 21:05:35,54.3161,-130.3201,39.52,84,100,5.7
130,Phan Thiet,VN,2021-11-23 21:00:43,10.9333,108.1,73.72,84,93,6.69
131,Watertown,US,2021-11-23 21:01:04,42.3709,-71.1828,38.7,44,3,5.01
132,Port Moresby,PG,2021-11-23 21:05:36,-9.4431,147.1797,77.85,85,26,3.36
133,Palauig,PH,2021-11-23 21:05:37,15.435,119.9045,79.59,76,30,3.6
134,Port-Gentil,GA,2021-11-23 21:05:38,-0.7193,8.7815,78.24,81,99,3.74
135,Batagay,RU,2021-11-23 21:05:38,67.6333,134.6333,-34.06,99,79,1.34
136,Carnarvon,AU,2021-11-23 21:05:39,-24.8667,113.6333,66.27,72,0,9.22
137,Saint George,US,2021-11-23 21:05:40,37.1041,-113.5841,70.27,21,1,1.99
138,Travnik,BA,2021-11-23 21:06:39,44.2267,17.6706,40.71,94,69,3.69
139,Severo-Kurilsk,RU,2021-11-23 21:06:40,50.6789,156.125,37.65,98,100,29.17
140,Faya,SA,2021-11-23 21:06:40,18.3851,42.4509,55.92,30,18,5.37
141,Tessalit,ML,2021-11-23 21:06:41,20.1986,1.0114,78.08,29,98,7.56
142,Nouakchott,MR,2021-11-23 21:06:41,18.0858,-15.9785,82.33,50,29,13.2
143,Ahipara,NZ,2021-11-23 21:06:42,-35.1667,173.1667,64.26,80,98,1.41
144,Avarua,CK,2021-11-23 21:06:43,-21.2078,-159.775,78.85,65,97,11.5
145,Champerico,GT,2021-11-23 21:06:43,14.3,-91.9167,86.36,69,48,5.12
146,Talcahuano,CL,2021-11-23 21:06:44,-36.7167,-73.1167,58.68,82,75,14.97
147,Develi,TR,2021-11-23 21:06:44,38.3906,35.4922,43.95,89,99,3.71
148,Miracema Do Tocantins,BR,2021-11-23 21:06:45,-9.5618,-48.3967,76.39,91,100,4.43
149,Saint-Pierre,RE,2021-11-23 21:06:46,-21.3393,55.4781,73.29,71,0,4.61
150,Stralsund,DE,2021-11-23 21:06:46,54.3091,13.0818,50.05,89,46,13.62
151,Kavieng,PG,2021-11-23 21:04:18,-2.5744,150.7967,83.61,75,100,15.68
152,Dunedin,NZ,2021-11-23 21:05:51,-45.8742,170.5036,56.91,61,100,0.76
153,Cuxhaven,DE,2021-11-23 21:05:09,53.8718,8.6909,44.1,100,20,4.61
154,Raga,SS,2021-11-23 21:06:47,8.4596,25.678,74.17,28,95,4.65
155,Valparaiso,CL,2021-11-23 21:03:26,-33.0393,-71.6273,62.24,86,90,6.91
156,Naze,JP,2021-11-23 21:06:49,28.3667,129.4833,58.51,67,100,13.24
157,Havoysund,NO,2021-11-23 21:06:49,70.9963,24.6622,23.23,88,98,7.43
158,Sao Raimundo Nonato,BR,2021-11-23 21:06:50,-9.0153,-42.6994,84.49,49,66,4.34
159,Makakilo City,US,2021-11-23 21:06:50,21.3469,-158.0858,82.72,57,20,9.22
160,Korla,CN,2021-11-23 21:06:51,41.7597,86.1469,27.54,59,6,2.44
161,Kahului,US,2021-11-23 21:06:52,20.8947,-156.47,84.22,59,20,17.27
162,Hasaki,JP,2021-11-23 21:06:52,35.7333,140.8333,45.0,61,0,16.33
163,Krasnolesnyy,RU,2021-11-23 21:06:53,51.8807,39.5877,19.4,73,83,3.56
164,Boulder City,US,2021-11-23 21:06:53,35.9786,-114.8325,70.77,11,1,0.0
165,Bemidji,US,2021-11-23 21:05:49,47.4736,-94.8803,44.69,49,1,4.61
166,Batagay-Alyta,RU,2021-11-23 21:06:54,67.8006,130.4114,-29.2,95,8,4.34
167,Tambopata,PE,2021-11-23 21:06:54,-12.7333,-69.1833,81.19,78,100,2.21
168,Qixingtai,CN,2021-11-23 21:06:56,30.4135,111.8874,46.51,64,5,3.42
169,Zagan,PL,2021-11-23 21:06:56,51.6176,15.3149,42.28,95,100,7.07
170,Waipawa,NZ,2021-11-23 21:06:57,-41.4122,175.5153,60.03,58,24,5.08
171,Tarakan,ID,2021-11-23 21:06:58,3.3,117.6333,78.73,85,83,7.16
172,Saldanha,ZA,2021-11-23 21:06:58,-33.0117,17.9442,62.26,78,100,26.15
173,Sunrise Manor,US,2021-11-23 21:06:59,36.2111,-115.0731,71.71,16,1,6.91
174,Isalnita,RO,2021-11-23 21:06:59,44.4,23.7333,46.09,92,90,12.66
175,Comodoro Rivadavia,AR,2021-11-23 21:07:00,-45.8667,-67.5,84.06,11,0,26.46
176,Rumonge,BI,2021-11-23 21:07:01,-3.9736,29.4386,73.22,70,33,4.09
177,Dingle,PH,2021-11-23 21:07:01,10.9995,122.6711,75.69,91,82,7.18
178,Antofagasta,CL,2021-11-23 21:03:19,-23.65,-70.4,63.68,65,9,6.51
179,Ulladulla,AU,2021-11-23 21:08:02,-35.35,150.4667,66.78,82,100,3.47
180,Vila Franca Do Campo,PT,2021-11-23 21:08:02,37.7167,-25.4333,65.19,89,99,14.25
181,Qufu,CN,2021-11-23 21:08:03,35.5967,116.9911,35.17,54,0,4.65
182,Krasnik,PL,2021-11-23 21:06:17,50.9236,22.2271,41.29,91,100,6.98
183,New Norfolk,AU,2021-11-23 21:08:04,-42.7826,147.0587,65.66,73,100,1.43
184,Kestel,TR,2021-11-23 21:08:04,40.1983,29.2124,57.18,99,100,3.18
185,Broome,US,2021-11-23 21:08:05,42.2506,-75.833,32.83,64,40,4.0
186,Iracoubo,GF,2021-11-23 21:08:05,5.4802,-53.2011,80.56,81,100,8.7
187,Wajima,JP,2021-11-23 21:08:06,37.4,136.9,47.66,69,100,35.84
188,Talas,TR,2021-11-23 21:08:06,38.6908,35.5538,45.27,71,75,0.0
189,Tumsar,IN,2021-11-23 21:08:07,21.3833,79.7333,67.55,68,25,4.38
190,Kuching,MY,2021-11-23 21:08:08,1.55,110.3333,73.62,100,20,1.14
191,Vestmanna,FO,2021-11-23 21:08:08,62.1564,-7.1664,43.72,87,90,28.77
192,Copiapo,CL,2021-11-23 21:08:09,-27.3667,-70.3333,62.29,40,100,8.52
193,Vao,NC,2021-11-23 21:08:10,-22.6667,167.4833,74.68,72,100,10.25
194,Libenge,CD,2021-11-23 21:08:10,3.65,18.6333,74.37,62,59,2.13
195,Waingapu,ID,2021-11-23 21:08:10,-9.6567,120.2641,80.42,80,99,0.74
196,Iskateley,RU,2021-11-23 21:08:11,67.6803,53.1512,17.31,94,100,11.88
197,Midlothian,US,2021-11-23 21:08:11,32.4824,-96.9945,72.01,27,1,11.01
198,Tonj,SS,2021-11-23 21:08:12,7.2737,28.6822,78.12,32,48,2.71
199,Bhawanipatna,IN,2021-11-23 21:08:12,19.9,83.1667,70.72,83,16,2.1
200,Lasa,IT,2021-11-23 21:08:13,46.6166,10.7002,36.34,69,3,0.47
201,Chapais,CA,2021-11-23 21:08:13,49.7834,-74.8492,18.73,90,100,4.7
202,Mangrol,IN,2021-11-23 21:08:13,21.1167,70.1167,78.44,52,100,8.52
203,Hovd,MN,2021-11-23 21:08:14,48.0056,91.6419,25.48,53,68,8.25
204,Natal,BR,2021-11-23 21:04:02,-5.795,-35.2094,79.45,89,40,13.8
205,Soyo,AO,2021-11-23 21:08:15,-6.1349,12.3689,78.87,87,69,7.9
206,Toba Tek Singh,PK,2021-11-23 21:08:16,30.9743,72.4827,63.86,16,1,5.48
207,Vestmannaeyjar,IS,2021-11-23 21:08:16,63.4427,-20.2734,39.99,60,82,21.25
208,Fukue,JP,2021-11-23 21:08:17,32.6881,128.8419,54.59,61,100,19.33
209,Erdaojiang,CN,2021-11-23 21:08:18,41.7764,126.0319,15.58,52,0,7.23
210,Denpasar,ID,2021-11-23 21:07:59,-8.65,115.2167,76.71,94,40,1.14
211,Dakar,SN,2021-11-23 21:07:04,14.6937,-17.4441,77.88,67,36,2.68
212,Akot,IN,2021-11-23 21:07:12,21.0964,77.0586,74.32,56,31,3.18
213,Khatanga,RU,2021-11-23 21:07:45,71.9667,102.5,0.63,80,96,19.06
214,Asau,RO,2021-11-23 21:08:19,46.4333,26.4,36.75,93,71,2.42
215,Provideniya,RU,2021-11-23 21:08:20,64.3833,-173.3,10.51,48,0,4.47
216,Farah,AF,2021-11-23 21:08:20,32.5,62.5,54.95,32,1,1.1
217,Ukiah,US,2021-11-23 21:08:21,39.1502,-123.2078,64.44,49,1,8.05
218,Tshikapa,CD,2021-11-23 21:08:22,-6.4167,20.8,72.75,91,69,2.08
219,Dalhousie,IN,2021-11-23 21:08:22,32.5333,75.9833,42.67,25,0,7.83
220,Mitzic,GA,2021-11-23 21:08:23,0.7821,11.549,69.22,96,46,1.9
221,Khunti,IN,2021-11-23 21:08:24,23.0833,85.2833,61.88,49,0,3.62
222,Tilichiki,RU,2021-11-23 21:08:25,60.4667,166.1,-0.13,90,89,9.46
223,Beloha,MG,2021-11-23 21:07:18,-25.1667,45.05,71.31,79,37,8.46
224,Matane,CA,2021-11-23 21:08:25,48.8286,-67.522,30.65,68,100,14.43
225,Saint Paul,US,2021-11-23 21:08:03,44.9444,-93.0933,55.92,36,1,17.27
226,Rafaela,AR,2021-11-23 21:09:26,-31.2503,-61.4867,91.06,15,18,4.0
227,Noyabrsk,RU,2021-11-23 21:09:27,63.1994,75.4507,5.4,96,97,10.76
228,Ilulissat,GL,2021-11-23 21:08:32,69.2167,-51.1,17.62,41,100,12.66
229,Grand Gaube,MU,2021-11-23 21:09:28,-20.0064,57.6608,72.37,83,69,1.99
230,Salinopolis,BR,2021-11-23 21:08:48,-0.6136,-47.3561,81.91,76,93,10.8
231,Beboto,TD,2021-11-23 21:09:29,8.2668,16.939,75.96,29,6,2.33
232,Wote,KE,2021-11-23 21:09:29,-1.7808,37.6288,70.93,59,100,3.42
233,Kabare,CD,2021-11-23 21:09:30,-2.4683,28.8242,60.75,89,23,0.18
234,Aklavik,CA,2021-11-23 21:09:30,68.2191,-135.0107,-16.26,98,100,6.22
235,Gat,IL,2021-11-23 21:08:02,31.61,34.7642,65.39,68,74,4.12
236,Taoudenni,ML,2021-11-23 21:09:31,22.6783,-3.9836,82.71,29,70,9.69
237,Lotofaga,WS,2021-11-23 21:09:31,-13.9764,-171.8578,87.58,71,17,6.2
238,Half Moon Bay,US,2021-11-23 21:09:32,37.4636,-122.4286,68.23,71,1,5.99
239,Unity,CA,2021-11-23 21:09:33,52.4501,-109.1682,20.25,84,99,20.8
240,Batemans Bay,AU,2021-11-23 21:09:33,-35.7167,150.1833,69.19,80,100,2.28
241,Morant Bay,JM,2021-11-23 21:09:34,17.8815,-76.4093,83.62,75,62,6.24
242,Dawei,MM,2021-11-23 21:09:34,14.0833,98.2,75.24,89,97,5.75
243,Lazarev,RU,2021-11-23 21:09:34,52.225,141.5131,25.14,97,98,3.49
244,Yulara,AU,2021-11-23 21:09:35,-25.2406,130.9889,64.24,68,0,12.66
245,Saint Anthony,US,2021-11-23 21:09:35,45.0205,-93.218,55.72,33,1,12.66
246,Torres,BR,2021-11-23 21:09:36,-29.3353,-49.7269,71.83,73,50,14.12
247,Plettenberg Bay,ZA,2021-11-23 21:09:37,-34.0527,23.3716,57.67,82,80,2.06
248,Balabac,PH,2021-11-23 21:09:37,7.9868,117.0645,82.58,79,100,12.95
249,Kautokeino,NO,2021-11-23 21:09:38,69.0125,23.0412,6.1,96,95,5.59
250,Broken Hill,AU,2021-11-23 21:05:41,-31.95,141.4333,71.74,58,99,4.59
251,Aguas Belas,BR,2021-11-23 21:05:34,-9.1114,-37.1231,87.62,34,63,13.13
252,Grong,NO,2021-11-23 21:09:39,64.4654,12.3149,42.08,80,100,20.31
253,Lavumisa,SZ,2021-11-23 21:09:39,-27.31,31.892,65.19,76,50,10.11
254,Salto,UY,2021-11-23 21:04:40,-31.3833,-57.9667,84.36,32,0,13.8
255,Nan,TH,2021-11-23 21:09:40,18.8333,100.6667,68.58,86,96,2.3
256,Baghmara,IN,2021-11-23 21:09:41,23.795,86.2085,65.1,36,0,4.07
257,Churapcha,RU,2021-11-23 21:09:41,62.0025,132.4325,-13.72,97,100,3.04
258,Rochegda,RU,2021-11-23 21:09:42,62.8,43.25,18.79,95,98,6.04
259,Ballina,AU,2021-11-23 21:09:43,-28.8667,153.5667,72.79,97,99,7.87
260,San Cristobal,VE,2021-11-23 21:06:47,7.7669,-72.225,75.38,66,77,3.8
261,Margate,GB,2021-11-23 21:09:43,51.3813,1.3862,45.3,86,0,1.01
262,Bundaberg,AU,2021-11-23 21:09:44,-24.85,152.35,77.22,95,40,3.0
263,Tautira,PF,2021-11-23 21:09:44,-17.7333,-149.15,79.63,76,99,2.35
264,Pospelikha,RU,2021-11-23 21:09:45,51.95,81.7667,28.83,85,82,14.81
265,Andenes,NO,2021-11-23 21:09:45,69.3143,16.1194,33.78,80,75,34.52
266,Benghazi,LY,2021-11-23 21:09:46,32.1167,20.0667,69.62,70,64,7.52
267,Klaksvik,FO,2021-11-23 21:09:46,62.2266,-6.589,45.52,88,100,33.58
268,Palmer,US,2021-11-23 21:06:50,42.1584,-72.3287,37.65,41,20,1.01
269,Santa Teresa,VE,2021-11-23 21:09:47,10.2341,-66.6631,85.12,75,96,3.38
270,Port Macquarie,AU,2021-11-23 21:09:47,-31.4333,152.9167,71.49,83,90,12.66
271,Nizhniy Tsasuchey,RU,2021-11-23 21:09:48,50.5167,115.1333,-2.94,92,7,5.19
272,Caravelas,BR,2021-11-23 21:09:49,-17.7125,-39.2481,73.0,84,33,6.85
273,La Palma,US,2021-11-23 21:10:49,33.8464,-118.0467,81.43,45,20,8.01
274,Faanui,PF,2021-11-23 21:10:50,-16.4833,-151.75,80.58,71,33,4.34
275,Huilong,CN,2021-11-23 21:10:51,31.8111,121.655,43.03,49,0,8.39
276,At-Bashi,KG,2021-11-23 21:10:51,41.1702,75.8106,20.21,51,8,2.57
277,Tromso,NO,2021-11-23 21:08:01,69.6496,18.957,29.37,93,75,1.99
278,Norman Wells,CA,2021-11-23 21:10:52,65.282,-126.8329,-10.75,93,100,3.47
279,San Ignacio,BZ,2021-11-23 21:10:52,17.1561,-89.0714,83.32,48,46,4.79
280,Dunda,TZ,2021-11-23 21:10:53,-8.1167,34.25,71.06,52,9,1.43
281,Belmonte,BR,2021-11-23 21:09:19,-15.8631,-38.8828,77.5,83,61,8.46
282,Tahoua,NE,2021-11-23 21:10:54,14.8888,5.2692,82.62,16,0,8.5
283,Mahanoro,MG,2021-11-23 21:10:54,-19.9,48.8,73.9,80,11,10.09
284,Katsuura,JP,2021-11-23 21:10:55,35.1333,140.3,54.19,58,0,31.38
285,Chuy,UY,2021-11-23 21:07:27,-33.6971,-53.4616,61.41,57,0,10.94
286,Pacific Grove,US,2021-11-23 21:10:56,36.6177,-121.9166,70.57,72,1,7.0
287,Papa,HU,2021-11-23 21:10:56,47.33,17.4674,35.42,86,0,0.0
288,Arlit,NE,2021-11-23 21:10:57,18.7369,7.3853,80.67,15,1,6.93
289,Sikonge,TZ,2021-11-23 21:10:57,-5.6333,32.7667,70.74,70,97,3.33
290,Sanlucar De Barrameda,ES,2021-11-23 21:10:58,36.7781,-6.3515,50.22,76,0,6.91
291,Buchanan,LR,2021-11-23 21:10:58,5.8808,-10.0467,82.36,82,71,8.95
292,Burnie,AU,2021-11-23 21:07:36,-41.0667,145.9167,62.94,76,100,6.44
293,Lompoc,US,2021-11-23 21:10:59,34.6391,-120.4579,80.74,54,1,12.66
294,Kandrian,PG,2021-11-23 21:11:00,-6.2167,149.55,78.48,90,86,5.48
295,Karwar,IN,2021-11-23 21:11:01,14.8,74.1333,78.08,86,46,5.08
