City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Birin,NP,26.8865,88.0718,50.45,67,28,5.28,scattered clouds
348,Tongliao,CN,43.6125,122.2653,23.63,72,2,15.64,clear sky
349,Chernyshevskiy,RU,63.0128,112.4714,-13.88,98,100,0.87,overcast clouds
350,Goderich,CA,43.7501,-81.7165,37.9,75,98,6.91,overcast clouds
351,Wasilla,US,61.5814,-149.4394,23.02,86,90,0.0,snow
352,Diego De Almagro,CL,-26.3667,-70.05,74.61,21,0,10.13,clear sky
353,Portales,US,34.1862,-103.3344,73.09,13,10,1.97,clear sky
354,Kyle,US,29.9984,-97.8715,77.88,67,1,8.32,clear sky
355,Austin,US,30.2672,-97.7431,78.91,67,1,1.99,clear sky
356,Coahuayana,MX,18.7333,-103.6833,86.61,56,25,5.99,scattered clouds
357,Quipile,CO,4.7481,-74.5631,65.34,89,70,1.07,moderate rain
358,Awbari,LY,26.5921,12.7805,57.54,22,81,9.42,broken clouds
359,Tucumcari,US,35.1717,-103.725,70.95,15,1,3.44,clear sky
360,Miracema Do Tocantins,BR,-9.5618,-48.3967,77.43,89,99,0.45,moderate rain
361,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,81.61,76,77,2.75,moderate rain
362,Korla,CN,41.7597,86.1469,21.88,76,1,0.78,clear sky
363,Fairbanks,US,64.8378,-147.7164,-1.91,78,90,0.0,light snow
364,Pozega,HR,45.3403,17.6853,45.95,78,41,6.71,scattered clouds
365,Bonoua,CI,5.2741,-3.595,76.62,85,61,4.32,broken clouds
366,Mandera,KE,3.9366,41.867,83.16,38,47,1.68,scattered clouds
367,Palmer,US,42.1584,-72.3287,41.41,60,40,8.05,scattered clouds
368,Qinzhou,CN,21.95,108.6167,51.19,46,41,6.13,scattered clouds
369,Manjeshwar,IN,12.7194,74.8861,77.95,90,40,7.23,scattered clouds
370,Conceicao Do Araguaia,BR,-8.2578,-49.2647,75.27,84,99,2.42,overcast clouds
371,Grindavik,IS,63.8424,-22.4338,32.47,86,75,21.85,snow
372,Port Hardy,CA,50.6996,-127.4199,50.18,93,90,10.36,light intensity shower rain
373,Salalah,OM,17.0151,54.0924,77.09,31,0,10.36,clear sky
374,College,US,64.8569,-147.8028,-2.25,78,90,0.0,light snow
375,Dasoguz,TM,41.8363,59.9666,57.31,50,100,6.91,overcast clouds
376,Padang,ID,-0.9492,100.3543,77.05,86,19,3.22,moderate rain
377,Rivadavia,AR,-33.1905,-68.4608,88.27,24,0,7.81,clear sky
378,Byron Bay,AU,-28.65,153.6167,74.88,81,81,11.3,broken clouds
379,Camana,PE,-16.6228,-72.7111,68.97,72,92,6.26,overcast clouds
380,Porbandar,IN,21.6422,69.6093,69.67,80,82,12.59,broken clouds
381,Naze,JP,28.3667,129.4833,57.13,64,92,14.61,overcast clouds
382,Pangody,RU,65.85,74.4859,-0.96,96,100,11.74,overcast clouds
383,Bengkulu,ID,-3.8004,102.2655,73.85,89,31,5.55,scattered clouds
384,Erenhot,CN,43.6475,111.9767,23.76,54,20,20.4,few clouds
385,Vila Velha,BR,-20.3297,-40.2925,78.75,90,90,9.22,overcast clouds
386,Soe,ID,-9.8607,124.284,68.79,84,99,1.81,overcast clouds
387,La Asuncion,VE,11.0333,-63.8628,82.13,83,99,13.8,overcast clouds
388,Saint John,CA,45.2727,-66.0677,33.03,92,40,2.3,scattered clouds
389,Ahipara,NZ,-35.1667,173.1667,71.4,62,100,3.83,overcast clouds
390,Rolla,US,37.9514,-91.7713,66.34,39,1,10.36,clear sky
391,Chicama,PE,-7.8447,-79.1469,64.94,69,49,9.06,scattered clouds
392,West Bay,KY,19.3667,-81.4167,82.47,73,75,4.0,broken clouds
393,La Seyne-Sur-Mer,FR,43.0982,5.8847,53.55,86,100,5.99,overcast clouds
394,Mayo,US,38.8876,-76.5119,55.56,68,1,4.0,clear sky
395,Agadez,NE,19.75,10.25,67.35,16,36,8.52,scattered clouds
396,Manga,BF,11.6636,-1.0731,80.02,18,37,7.05,scattered clouds
397,Virginia Beach,US,36.8529,-75.978,57.42,70,1,1.01,clear sky
398,Nishihara,JP,26.1842,127.7558,63.68,65,75,8.05,broken clouds
399,Leninskoye,KZ,41.7589,69.3864,49.93,25,88,4.63,overcast clouds
400,Port Blair,IN,11.6667,92.75,79.81,87,100,24.92,overcast clouds
401,Mount Isa,AU,-20.7333,139.5,85.77,23,5,3.44,clear sky
402,Sombrerete,MX,23.6333,-103.65,66.4,38,100,4.23,overcast clouds
403,Grajau,BR,-5.8194,-46.1386,81.28,66,100,3.74,overcast clouds
404,Boksitogorsk,RU,59.474,33.8485,14.61,95,99,8.41,overcast clouds
405,Pocosol,CR,10.3667,-84.6167,83.3,98,100,5.37,overcast clouds
406,Mumford,GH,5.2618,-0.759,80.22,83,87,8.14,overcast clouds
407,Jinka,ET,5.65,36.65,65.95,40,51,2.57,broken clouds
408,Minbu,MM,20.1833,94.8833,66.09,86,36,4.52,scattered clouds
409,Majalgaon,IN,19.15,76.2333,68.67,59,92,6.64,light rain
410,Bosansko Grahovo,BA,44.1794,16.3639,45.86,97,100,10.94,overcast clouds
411,Novopokrovka,UA,49.8425,36.5477,30.58,84,63,10.4,broken clouds
412,Road Town,VG,18.4167,-64.6167,82.49,78,40,9.22,scattered clouds
413,Sena Madureira,BR,-9.0656,-68.6569,84.92,60,97,4.7,overcast clouds
414,Puerto Penasco,MX,31.3167,-113.5333,71.91,65,76,3.0,broken clouds
415,San Rafael,AR,-34.6177,-68.3301,82.72,27,52,6.76,broken clouds
416,Fujin,CN,47.26,132.0322,2.97,87,6,6.64,clear sky
417,Saint-Louis,SN,16.3333,-15.0,85.64,16,100,12.03,overcast clouds
418,Cangzhou,CN,38.3167,116.8667,31.19,69,0,8.3,clear sky
419,Toora-Khem,RU,52.4675,96.11,-0.11,98,90,1.63,overcast clouds
420,Klyuchi,RU,52.2667,79.1667,17.33,87,5,8.59,clear sky
421,Xiamen,CN,24.4798,118.0819,58.24,58,0,6.71,clear sky
422,Quelimane,MZ,-17.8786,36.8883,80.55,83,75,12.66,broken clouds
423,Villa Rica,US,33.7321,-84.9191,67.69,54,99,4.94,overcast clouds
424,Fengrun,CN,39.8333,118.1167,31.75,51,4,7.29,clear sky
425,Hofn,IS,64.2539,-15.2082,26.02,61,99,4.94,overcast clouds
426,Abay,KZ,49.6311,72.8539,21.58,79,37,6.93,scattered clouds
427,Carauari,BR,-4.8828,-66.8958,73.99,98,99,1.54,heavy intensity rain
428,Hambantota,LK,6.1241,81.1185,73.74,100,0,2.3,clear sky
429,Kinango,KE,-4.1372,39.3153,71.8,95,46,2.71,light rain
430,Calabozo,VE,8.9242,-67.4293,84.47,59,97,8.34,overcast clouds
431,Kondinskoye,RU,59.6481,67.41,35.02,95,100,17.72,light rain
432,Cortez,US,37.3489,-108.5859,66.42,26,1,10.36,clear sky
433,Itoman,JP,26.1247,127.6694,64.42,64,75,23.02,broken clouds
434,Portree,GB,57.4129,-6.1942,39.85,83,92,14.9,overcast clouds
435,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,72,40,5.01,scattered clouds
436,Carutapera,BR,-1.195,-46.02,81.1,75,99,8.68,overcast clouds
437,Abu Samrah,SY,35.3029,37.1841,53.08,64,23,10.02,few clouds
438,Kisangani,CD,0.5167,25.2,71.08,95,98,1.63,light rain
439,Touros,BR,-5.1989,-35.4608,83.3,75,95,11.61,overcast clouds
440,Fenyi,CN,27.8112,114.6681,39.83,61,0,0.34,clear sky
441,Ostersund,SE,63.1792,14.6357,14.61,100,90,4.61,overcast clouds
442,Tynda,RU,55.1667,124.7167,-3.8,97,100,2.21,overcast clouds
443,Asyut,EG,27.181,31.1837,59.18,54,75,11.3,broken clouds
444,Tuzha,RU,57.6062,47.936,25.93,86,50,11.07,scattered clouds
445,Poya,NC,-21.35,165.15,84.13,68,12,4.25,few clouds
446,Hualmay,PE,-11.0964,-77.6139,69.21,76,66,9.35,broken clouds
447,Vaitape,PF,-16.5167,-151.75,80.01,78,100,18.5,moderate rain
448,Orong,PH,9.9375,122.8289,76.73,93,97,2.01,moderate rain
449,Chumikan,RU,54.7183,135.315,-8.36,93,100,17.09,overcast clouds
450,Porosozero,RU,62.7191,32.727,16.05,92,100,9.04,overcast clouds
451,Harlingen,US,26.1906,-97.6961,83.95,53,1,6.91,clear sky
452,Kisanga,TZ,-7.4362,37.7034,74.46,88,1,4.54,clear sky
453,Grand-Santi,GF,4.25,-54.3833,74.21,99,100,2.89,moderate rain
454,Mecca,SA,21.4267,39.8261,73.35,70,0,1.28,clear sky
455,Morant Bay,JM,17.8815,-76.4093,85.62,77,36,12.68,scattered clouds
456,Durazno,UY,-33.4131,-56.5006,75.15,46,40,9.22,scattered clouds
457,Payyannur,IN,12.1,75.2,75.06,91,23,5.35,few clouds
458,Terrace,CA,54.5163,-128.6035,40.91,93,75,21.85,light intensity shower rain
459,Matay,EG,28.419,30.7792,60.87,68,96,10.83,overcast clouds
460,Sandwick,GB,60.0,-1.25,33.62,93,75,19.57,broken clouds
461,Nizhnyaya Tavda,RU,57.6731,66.1725,37.22,75,100,16.49,overcast clouds
462,Coquimbo,CL,-29.9533,-71.3436,64.13,67,20,12.66,few clouds
463,Lianran,CN,24.9227,102.485,48.74,92,78,2.24,broken clouds
464,Sarankhola,BD,22.3082,89.7897,64.04,60,54,3.38,broken clouds
465,Chunskiy,RU,56.0815,99.6342,20.82,95,100,4.76,overcast clouds
466,Kangaatsiaq,GL,68.3065,-53.4641,37.08,72,100,32.77,light rain
467,Takaka,NZ,-40.85,172.8,68.97,68,100,4.54,moderate rain
468,Bulungu,CD,-4.55,18.6,68.36,98,90,2.57,overcast clouds
469,Fushe-Kruje,AL,41.4783,19.7178,48.34,66,90,6.91,overcast clouds
470,Carmelo,UY,-33.9892,-58.2856,72.19,66,14,12.68,few clouds
471,Namibe,AO,-15.1961,12.1522,70.61,77,97,2.35,overcast clouds
472,Galle,LK,6.0367,80.217,76.08,86,15,3.31,few clouds
473,Estacion Coahuila,MX,32.1939,-115.0017,85.3,12,19,7.52,few clouds
474,Coihaique,CL,-45.5752,-72.0662,50.61,57,75,6.91,light intensity shower rain
475,Vao,NC,-22.6667,167.4833,76.5,79,99,18.5,overcast clouds
476,Kieta,PG,-6.2167,155.6333,83.98,72,100,3.36,overcast clouds
477,Kolokani,ML,13.5728,-8.0339,76.82,16,38,6.62,scattered clouds
478,Faya,SA,18.3851,42.4509,53.71,45,0,2.62,clear sky
479,Askarovo,RU,53.3372,58.5089,29.35,100,90,8.95,mist
480,Carballo,ES,43.213,-8.691,52.86,90,100,11.05,overcast clouds
481,Guymon,US,36.6828,-101.4816,72.48,16,1,5.75,clear sky
482,Ati,TD,13.2154,18.3353,78.75,20,7,16.15,clear sky
483,Sabha,LY,27.0377,14.4283,57.38,31,96,8.19,overcast clouds
484,Aviles,ES,43.5547,-5.9248,53.38,80,75,15.01,broken clouds
485,Klaksvik,FO,62.2266,-6.589,34.72,56,100,32.01,overcast clouds
486,Bassum,DE,52.85,8.7333,43.03,82,100,22.46,overcast clouds
487,Khasan,RU,42.4308,130.6434,22.32,59,3,5.82,clear sky
488,Hamada,JP,34.8833,132.0833,39.0,64,98,10.87,overcast clouds
489,Quang Ngai,VN,15.1167,108.8,67.14,91,52,8.05,broken clouds
490,Caraballeda,VE,10.6112,-66.8522,84.27,74,75,4.61,broken clouds
491,Kalmunai,LK,7.4167,81.8167,76.24,85,100,4.36,overcast clouds
492,Yenagoa,NG,4.9247,6.2642,78.01,89,100,6.31,overcast clouds
493,Pangnirtung,CA,66.1451,-65.7125,12.2,85,75,14.97,broken clouds
494,Mapiripan,CO,2.8892,-72.1256,82.4,75,69,4.12,broken clouds
495,Santa Cruz,BO,-17.8,-63.1667,81.86,74,40,20.71,scattered clouds
496,La Maddalena,IT,41.2142,9.4083,55.56,79,18,20.22,light rain
497,Jieshi,CN,22.8134,115.8257,53.67,47,7,9.28,clear sky
498,Yakeshi,CN,49.2833,120.7333,19.62,90,100,21.36,light snow
499,San Giustino,IT,43.5495,12.1736,53.89,98,78,5.17,broken clouds
500,Berlevag,NO,70.8578,29.0864,32.0,80,75,26.46,light shower snow
501,Lethem,GY,3.3803,-59.7968,91.45,58,75,13.8,broken clouds
502,Hirara,JP,24.8,125.2833,64.67,68,75,11.5,broken clouds
503,Luangwa,ZM,-15.6167,30.4167,78.73,46,0,2.53,clear sky
504,Winnemucca,US,40.973,-117.7357,57.25,33,1,3.44,clear sky
505,Tres Arroyos,AR,-38.3739,-60.2798,75.09,33,0,13.35,clear sky
506,Chimbote,PE,-9.0853,-78.5783,68.52,78,43,9.15,scattered clouds
507,Punta Alta,AR,-38.8759,-62.0736,81.64,36,8,12.35,clear sky
508,Russell,US,32.3502,-85.1999,67.71,41,1,3.44,clear sky
509,Yong Peng,MY,2.0136,103.0659,75.76,95,91,1.9,overcast clouds
510,Quatre Cocos,MU,-20.2078,57.7625,77.11,76,23,11.92,few clouds
511,Gravelbourg,CA,49.8834,-106.5512,44.87,57,100,17.38,overcast clouds
512,Ulkan,RU,57.243,107.3223,-6.38,99,99,3.76,overcast clouds
513,Burns Lake,CA,54.2331,-125.7533,31.42,87,88,4.36,overcast clouds
514,Vieste,IT,41.8825,16.175,55.33,72,8,18.77,clear sky
515,Nhulunbuy,AU,-12.2333,136.7667,83.01,83,96,1.14,overcast clouds
516,Lompoc,US,34.6391,-120.4579,89.74,43,1,8.05,clear sky
517,Cururupu,BR,-1.8283,-44.8683,77.68,81,84,3.91,broken clouds
518,Darhan,MN,49.4867,105.9228,10.54,91,55,2.98,broken clouds
519,Kloulklubed,PW,7.0419,134.2556,81.1,81,100,20.76,heavy intensity rain
520,Kamenka,RU,51.3223,42.7678,29.75,85,97,11.14,overcast clouds
521,Brainerd,US,46.358,-94.2008,49.78,57,1,12.66,clear sky
522,Roma,US,43.2128,-75.4557,39.06,72,1,3.44,clear sky
523,Srednekolymsk,RU,67.45,153.6833,-35.63,100,94,2.33,overcast clouds
524,Decatur,US,39.8403,-88.9548,57.76,87,1,9.22,clear sky
525,Goya,AR,-29.14,-59.2626,79.92,44,17,4.99,few clouds
526,Cedar City,US,37.6775,-113.0619,57.4,26,1,3.44,clear sky
527,Acapulco,MX,16.8634,-99.8901,85.82,70,20,6.91,few clouds
528,Llangefni,GB,53.2556,-4.3106,44.73,78,23,11.5,few clouds
529,Peleduy,RU,59.6289,112.7406,-7.4,98,98,4.79,overcast clouds
530,Grimmen,DE,54.1121,13.0405,42.03,86,100,33.26,overcast clouds
531,Lasa,IT,46.6166,10.7002,39.94,97,100,1.95,light rain
532,Kadaya,RU,50.9327,119.2911,15.8,85,93,15.61,overcast clouds
533,Perene,PE,-10.9492,-75.2261,75.9,92,100,2.08,overcast clouds
534,Naqadeh,IR,36.9553,45.388,45.63,81,60,13.11,broken clouds
535,Boyolangu,ID,-8.1181,111.8935,76.14,89,99,2.8,overcast clouds
536,Lorengau,PG,-2.0226,147.2712,83.82,71,100,3.51,overcast clouds
537,Egvekinot,RU,66.3167,-179.1667,-5.26,70,100,4.92,overcast clouds
538,Baoqing,CN,46.3317,132.2111,5.67,88,4,6.17,clear sky
539,Haradok,BY,55.4624,29.9816,20.01,97,98,5.53,overcast clouds
540,Maraa,BR,-1.8333,-65.3667,76.68,93,85,2.84,overcast clouds
541,Llandrindod Wells,GB,52.2416,-3.3787,37.99,88,20,5.06,few clouds
542,Taksimo,RU,56.3444,114.8794,3.0,91,91,5.28,overcast clouds
543,Oranjemund,NA,-28.55,16.4333,61.16,89,3,8.9,clear sky
544,Prince George,CA,53.9166,-122.753,36.84,92,90,1.99,overcast clouds
545,Wilmington,US,34.2257,-77.9447,61.99,69,51,1.99,broken clouds
546,Remontnoye,RU,46.5614,43.6501,34.21,92,100,16.67,overcast clouds
547,Synya,RU,65.3718,58.0387,12.81,96,100,2.24,overcast clouds
548,Bokovskaya,RU,49.229,41.8306,32.32,98,100,8.7,overcast clouds
549,Bin Qirdan,TN,33.1378,11.2197,57.27,44,0,7.56,clear sky
550,Custodia,BR,-8.0875,-37.6431,88.07,25,98,5.99,overcast clouds
551,Zyryanka,RU,65.75,150.85,-38.6,99,29,6.55,scattered clouds
552,Micheweni,TZ,-4.9667,39.8333,79.3,82,34,6.98,light rain
553,Longyan,CN,25.1072,117.0225,40.64,82,1,3.62,clear sky
554,Novska,HR,45.3406,16.9769,53.47,71,68,9.93,broken clouds
555,Gizo,SB,-8.103,156.8419,84.09,72,100,6.76,light rain
556,Kendari,ID,-3.945,122.4989,75.72,92,100,3.18,overcast clouds
557,Collie,AU,-33.3667,116.15,46.98,90,10,5.48,clear sky
558,Iwanai,JP,42.9744,140.5089,26.98,87,100,28.01,light snow
559,Mangrol,IN,21.1167,70.1167,69.78,81,95,16.02,overcast clouds
560,Bloomfield,US,40.8068,-74.1854,48.69,54,1,1.01,clear sky
561,Kruisfontein,ZA,-34.0033,24.7314,63.88,87,50,10.56,scattered clouds
562,Vanimo,PG,-2.6741,141.3028,79.99,83,100,4.5,overcast clouds
563,Kununurra,AU,-15.7667,128.7333,80.58,83,100,3.44,overcast clouds
564,Barao De Melgaco,BR,-16.1944,-55.9675,90.12,82,67,3.8,broken clouds
565,Barrhead,GB,55.7992,-4.3929,38.64,81,3,4.0,clear sky
566,Harnoli,PK,32.2792,71.5539,60.75,29,7,4.61,clear sky
567,Rio Grande,BR,-32.035,-52.0986,69.91,67,86,10.11,overcast clouds
568,Harper,LR,4.375,-7.7169,79.99,80,67,6.53,broken clouds
569,Boa Vista,BR,2.8197,-60.6733,84.18,65,75,8.05,broken clouds
570,Talara,PE,-4.5772,-81.2719,72.36,73,75,11.5,broken clouds
571,Swidwin,PL,53.7746,15.7767,45.93,80,100,25.32,overcast clouds
572,Svetlogorsk,BY,52.6333,29.7333,23.72,95,91,6.08,overcast clouds
573,Keskin,TR,39.6731,33.6136,34.07,70,4,5.55,clear sky
574,Pathein,MM,16.7833,94.7333,69.37,79,85,6.71,overcast clouds
575,Amapa,BR,1.0,-52.0,73.6,98,100,3.13,moderate rain
576,Langsa,ID,4.4683,97.9683,74.23,97,95,2.17,overcast clouds
577,Gat,IL,31.61,34.7642,64.08,100,93,13.94,overcast clouds
578,Tyup,KG,42.7276,78.3648,21.18,76,2,3.74,clear sky
579,San Cristobal,VE,7.7669,-72.225,78.98,77,24,2.51,few clouds
580,Novyy Urgal,RU,51.0736,132.5642,-24.27,100,27,1.12,scattered clouds
581,Leeton,AU,-34.5667,146.4,76.89,64,1,8.05,clear sky
582,Tehri,IN,30.3833,78.4833,60.39,32,100,2.42,overcast clouds
583,Yumen,CN,40.2833,97.2,24.49,34,2,5.86,clear sky
584,Cam Ranh,VN,11.9214,109.1591,75.16,69,40,17.27,scattered clouds
585,Ondjiva,AO,-17.0667,15.7333,75.51,51,100,7.45,overcast clouds
586,Lubango,AO,-14.9172,13.4925,60.89,90,100,4.0,light rain
587,Norman Wells,CA,65.282,-126.8329,-21.96,63,90,8.05,overcast clouds
588,Burleson,US,32.5421,-97.3208,77.99,32,1,5.75,clear sky
589,Iqaluit,CA,63.7506,-68.5145,6.53,71,75,8.01,light snow
590,Pijijiapan,MX,15.7011,-93.23,88.52,48,76,2.71,broken clouds
591,Monrovia,LR,6.3005,-10.7969,76.77,80,85,7.49,overcast clouds
592,Perth,AU,-31.9333,115.8333,60.67,72,0,9.22,clear sky
593,Qiongshan,CN,20.0058,110.3542,62.58,55,0,6.71,clear sky
594,Zaritap,AM,39.6363,45.5096,33.19,92,100,1.39,overcast clouds
595,Bojonegoro,ID,-7.1502,111.8817,75.94,90,100,2.19,light rain
596,Angoche,MZ,-16.2325,39.9086,78.87,86,1,7.96,clear sky
597,Port Macquarie,AU,-31.4333,152.9167,72.9,94,90,9.22,overcast clouds
598,Astana,KZ,51.1801,71.446,19.35,73,0,11.18,clear sky
599,Trat,TH,12.5,102.5,68.68,80,43,9.95,scattered clouds
600,Caravelas,BR,-17.7125,-39.2481,76.06,93,95,11.12,overcast clouds
601,Urumqi,CN,43.801,87.6005,9.55,79,1,2.24,mist
602,Saint-Pierre,RE,-21.3393,55.4781,73.08,66,75,5.75,broken clouds
603,Cottonwood,US,34.7392,-112.0099,78.13,12,0,1.01,clear sky
604,Nome,US,64.5011,-165.4064,-21.93,69,1,3.44,clear sky
605,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,78.8,81,100,0.72,moderate rain
606,Mwinilunga,ZM,-11.7358,24.4293,65.59,69,100,3.83,overcast clouds
607,Opuwo,NA,-18.0607,13.84,72.45,21,94,4.27,overcast clouds
608,Lavrentiya,RU,65.5833,-171.0,-10.82,84,1,6.69,clear sky
609,Vanavara,RU,60.34,102.2797,-8.81,97,99,2.68,overcast clouds
610,Bonthe,SL,7.5264,-12.505,79.7,82,68,2.3,light rain
611,Ishigaki,JP,24.3448,124.1572,64.53,63,75,9.22,broken clouds
612,Bira,RU,49.0,132.4667,-4.56,93,22,4.29,few clouds
613,Ryotsu,JP,38.0833,138.4333,42.76,67,84,26.6,broken clouds
614,Riyadh,SA,24.6877,46.7219,62.74,30,1,8.84,clear sky
615,Tautira,PF,-17.7333,-149.15,86.02,78,100,21.41,light rain
616,Tabas,IR,33.5959,56.9244,61.36,32,99,6.85,overcast clouds
617,San Vicente,AR,-26.6167,-54.1333,74.55,44,0,4.56,clear sky
618,Sechura,PE,-5.5569,-80.8222,72.46,66,89,15.99,overcast clouds
619,Novodugino,RU,55.6305,34.2842,14.47,94,86,9.37,overcast clouds
620,Jefferson City,US,38.5767,-92.1735,66.36,38,1,8.01,clear sky
621,Panaba,MX,21.2833,-88.2667,76.64,78,65,12.75,broken clouds
622,Kichera,RU,55.9375,110.0997,-1.59,82,83,6.26,broken clouds
623,Aswan,EG,24.0934,32.907,69.1,42,0,13.8,clear sky
624,Nizhniy Kuranakh,RU,58.8353,125.4869,-3.77,99,100,1.34,overcast clouds
625,Charlottesville,US,38.0293,-78.4767,56.21,49,1,4.0,clear sky
626,Aleksandrovskiy Zavod,RU,50.9237,117.9374,11.35,69,63,20.09,broken clouds
627,Vestmanna,FO,62.1564,-7.1664,32.92,60,75,19.57,broken clouds
628,Bage,BR,-31.3314,-54.1069,73.18,60,75,11.5,broken clouds
629,Glenwood Springs,US,39.5505,-107.3248,61.81,41,1,5.75,clear sky
630,Esperance,AU,-33.8667,121.9,55.24,70,13,5.21,few clouds
631,Iquitos,PE,-3.7481,-73.2472,91.44,58,40,4.61,scattered clouds
632,Nouadhibou,MR,20.931,-17.0347,66.18,55,55,19.57,broken clouds
633,Port Angeles,US,48.1181,-123.4307,58.71,92,40,5.75,scattered clouds
634,Aktash,RU,50.3,87.7333,-0.58,58,0,4.7,clear sky
635,Itacarambi,BR,-15.1022,-44.0919,72.39,84,92,3.04,light rain
636,Viedma,AR,-40.8135,-62.9967,71.31,56,89,24.0,overcast clouds
637,Lafia,NG,8.4833,8.5167,79.52,21,67,2.53,broken clouds
638,Khash,IR,28.2211,61.2158,50.88,42,0,2.44,clear sky
639,Florence,IT,43.7667,11.25,55.31,97,75,4.61,light rain
640,Karla,EE,59.3723,24.9275,15.76,92,40,2.3,scattered clouds
641,Ust-Nera,RU,64.5667,143.2,-44.45,100,62,4.94,broken clouds
642,Beberibe,BR,-4.1797,-38.1306,84.16,74,93,12.84,overcast clouds
643,Oil City,US,41.4339,-79.7064,43.74,70,90,5.75,overcast clouds
644,Chernyakhovsk,RU,54.6335,21.8156,32.52,98,100,15.95,snow
645,Krapivinskiy,RU,54.9992,86.8133,15.44,93,100,4.72,overcast clouds
646,Ushtobe,KZ,45.2514,77.9838,34.18,60,61,2.53,broken clouds
647,Locri,IT,38.2414,16.2623,56.16,81,5,5.3,clear sky
648,Bandar,ID,2.05,99.75,72.32,86,46,3.18,scattered clouds
649,Lagos,NG,6.5833,3.75,82.72,84,52,5.99,broken clouds
650,Raul Soares,BR,-20.1022,-42.4519,73.78,89,14,1.81,few clouds
651,Seymchan,RU,62.8833,152.4333,-38.31,97,100,3.71,overcast clouds
652,Yerbogachen,RU,61.2767,108.0108,-15.52,99,93,4.21,overcast clouds
653,Bayshore Gardens,US,27.4253,-82.5904,75.33,55,1,6.91,clear sky
654,Jardim,BR,-21.4803,-56.1381,85.41,47,60,1.19,broken clouds
655,Meulaboh,ID,4.1363,96.1285,75.13,90,70,4.9,broken clouds
656,Yar-Sale,RU,66.8333,70.8333,0.41,96,100,12.77,overcast clouds
657,Muros,ES,42.7762,-9.0603,53.83,94,100,17.58,overcast clouds
658,Parabel,RU,58.6978,81.4825,26.96,84,100,13.67,light snow
659,Santa Margherita Ligure,IT,44.3346,9.212,57.97,91,100,3.71,overcast clouds
660,Pavlodar,KZ,52.3,76.95,8.4,85,0,2.24,clear sky
661,Yaan,NG,7.3833,8.5667,81.88,21,73,2.1,broken clouds
662,Malacacheta,BR,-17.8422,-42.0767,69.73,90,36,2.06,scattered clouds
663,Natal,BR,-5.795,-35.2094,83.05,74,20,11.5,few clouds
664,Takoradi,GH,4.8845,-1.7554,80.19,82,96,7.05,overcast clouds
665,Brilon,DE,51.4,8.5833,39.27,92,96,13.85,overcast clouds
666,Evensk,RU,61.95,159.2333,-1.93,77,100,18.14,overcast clouds
667,Plettenberg Bay,ZA,-34.0527,23.3716,60.69,91,31,6.22,scattered clouds
668,Nemuro,JP,43.3236,145.575,35.38,63,19,30.74,few clouds
669,Ulaangom,MN,49.9811,92.0667,6.19,84,82,4.45,broken clouds
670,Turka,UA,49.1541,23.0297,38.8,96,100,19.66,light rain
671,Kadiri,IN,14.1167,78.1667,66.79,97,11,4.12,few clouds
672,Dharchula,IN,29.85,80.5333,60.01,42,100,3.91,overcast clouds
673,Dunedin,NZ,-45.8742,170.5036,60.49,78,52,13.22,broken clouds
674,Hannan,JP,34.3217,135.2325,43.68,61,40,14.97,scattered clouds
675,Altagracia De Orituco,VE,9.8601,-66.3814,73.38,93,87,5.59,overcast clouds
676,Nalut,LY,30.3333,10.85,53.33,34,3,8.93,clear sky
677,Galveston,US,29.3669,-94.9669,79.18,71,20,3.0,few clouds
678,Pueblo,US,38.2545,-104.6091,77.02,18,1,1.99,clear sky
679,Ossora,RU,59.2353,163.0719,20.03,96,100,7.74,snow
680,Waw,SS,7.7029,27.9953,78.84,54,72,1.61,broken clouds
681,Santa Pola,ES,38.1917,-0.5658,60.67,58,0,1.01,clear sky
682,Los Lunas,US,34.8062,-106.7334,72.75,20,0,1.01,clear sky
683,Kamaishi,JP,39.2667,141.8833,35.35,75,72,20.74,broken clouds
684,Tommot,RU,58.9564,126.2925,-5.28,99,100,1.43,overcast clouds
685,Qasigiannguit,GL,68.8193,-51.1922,34.84,64,100,17.69,light rain
686,Beni Suef,EG,29.0731,31.0979,60.31,71,75,8.28,broken clouds
687,Usinsk,RU,65.9939,57.5281,14.99,95,100,11.12,light snow
688,Jiayuguan,CN,39.8167,98.3,24.75,35,7,4.12,clear sky
689,Nouakchott,MR,18.0858,-15.9785,73.33,31,99,11.7,overcast clouds
690,Mackay,AU,-21.15,149.2,85.05,94,0,6.91,clear sky
691,Japura,ID,-0.3167,102.35,73.4,97,85,2.1,heavy intensity rain
692,Aden,YE,12.7794,45.0367,79.16,55,0,7.96,clear sky
693,Litovko,RU,49.2361,135.1742,4.98,88,99,5.91,overcast clouds
694,Ostrovnoy,RU,68.0531,39.5131,25.32,90,100,34.61,light snow
695,Paragominas,BR,-2.9667,-47.4833,83.03,57,88,2.91,overcast clouds
696,Skibbereen,IE,51.55,-9.2667,40.8,72,22,15.28,few clouds
697,Bilibino,RU,68.0546,166.4372,-21.15,100,99,1.74,overcast clouds
